15_23_color_1.xml,Null heuristic,Count possible paths,Stick to walls,Stick to other paths,Stick to path or wall,Linear combination,Neural network
Top to bottom,0.05238914489746094,0.0486149787902832,0.042697906494140625,0.05352973937988281,0.06967306137084961,0.04929375648498535,0.33199000358581543
MRV,0.057775020599365234,0.04691314697265625
